"","SRR5256874_5","SRR5256876","SRR5256877_8","SRR5256879","SRR5256880_1","SRR5256882_3"
"tRF-36-18V0JZOYJE22RRD",2,0,0,0,0,0
"tRF-36-18X3HRL7S5QKF10",0,0,6,0,0,0
"tRF-36-18Y3E7QN7JLP21E",17,1,57,8,3,14
"tRF-36-18YKISQI45LSM1D",853,46,2581,218,201,408
"tRF-36-1EWJQ72S3HPSR90",0,0,5,1,0,0
"tRF-36-1SS2PMFIZOWURMD",1,0,0,0,1,0
"tRF-36-1Y62QNFIO2WO1MD",2,0,0,0,0,2
"tRF-36-1YIPRVYJ9XEO7NE",1,0,0,0,0,0
"tRF-36-202L2YBE7XO8Q6D",6,0,0,0,0,3
"tRF-36-202RBZ0IV25Z2IE",0,0,9,0,0,1
"tRF-36-22EVUIJVK697BOD",7,0,19,2,0,0
"tRF-36-2BJ65YXENDBP1IE",0,0,7,0,0,1
"tRF-36-2L2YBE7XO8Q6J6D",1,0,0,0,2,0
"tRF-36-2OOIQO4QPRJW4DB",25,1,132,5,3,13
"tRF-36-2S3HPSR95933JKB",2,0,0,0,0,0
"tRF-36-2VR008R959KUMKB",5,0,5,0,1,0
"tRF-36-2VR008R9D9KUMKB",1,0,0,0,0,0
"tRF-36-2YU04DYJIO3ZU3E",1,0,0,0,0,0
"tRF-36-301M3KYOHR6HFRD",0,0,19,0,0,0
"tRF-36-31QJ3KYUYRR6RBD",5,1,0,0,0,0
"tRF-36-36DFHFNBDWY2MJE",0,0,4,0,0,0
"tRF-36-389MV47P596VW6D",3,0,19,1,0,0
"tRF-36-3FPD48YUHS16MFD",1,0,0,0,0,0
"tRF-36-3IRW18V6XO59KND",49,5,66,9,7,10
"tRF-36-3JVIJMRPFQRDWXB",1,0,0,0,0,0
"tRF-36-409Z7KZOSRI8WPD",1,0,0,0,0,0
"tRF-36-45DBNIB9I1KQSXB",1,0,12,1,0,0
"tRF-36-45LSM1M3WE8SSP0",0,0,5,0,0,0
"tRF-36-47MXSL735L8RPYE",11,2,10,1,1,4
"tRF-36-47MXSL73VL8RPYE",6,0,0,0,1,0
"tRF-36-4KIK74HK9FM0DZE",1,0,6,0,0,3
"tRF-36-4R04SXQ3V2Y7RZE",0,0,0,0,1,0
"tRF-36-4R94SX73V2Y8L9E",14,0,13,6,3,6
"tRF-36-4RH4SXQ3V2Y7RZE",1,0,0,0,0,0
"tRF-36-4RLV1NLD3VWIQ1B",0,0,0,0,1,0
"tRF-36-4YO9XEKJ5R5N2ED",0,0,0,1,0,0
"tRF-36-56OKNH99OMEMR3D",4,0,4,2,2,1
"tRF-36-56OKZH99BMEMR3D",4,0,0,0,2,0
"tRF-36-56OKZH99DMEMR3D",6,1,2,0,1,0
"tRF-36-58ZZJQJYSWRYVMD",2,0,0,1,0,0
"tRF-36-596VW631QJ3KYUE",3,0,7,1,2,0
"tRF-36-5BF900BY4D84KRB",5,0,21,1,1,7
"tRF-36-5O6WNDY8HPDEXK0",0,0,2,0,0,0
"tRF-36-5YXENDBP1IUUK7E",3,0,22,1,0,2
"tRF-36-6978WPRLXN4VY80",0,0,0,1,0,0
"tRF-36-6LQ6S8V0J6OZYED",1,0,0,0,0,0
"tRF-36-6R6LQ6S8V0J6OZE",0,0,0,0,0,1
"tRF-36-6SXMSL73VL4YMYE",16,2,36,2,4,3
"tRF-36-6XQ6S8V0J8O9YED",4,0,0,0,0,0
"tRF-36-70299DWUH6QE30E",0,0,0,0,0,1
"tRF-36-70VR3196L85DMKE",1,0,5,0,0,0
"tRF-36-7383RPD9W1X6L80",0,0,5,0,0,0
"tRF-36-73V2Y8L981PV6R0",2,0,4,0,1,0
"tRF-36-767UXP18RZXP8ZB",1,0,0,0,0,0
"tRF-36-79MP9P9NH57S3OD",2,0,5,0,0,0
"tRF-36-79MP9PMNH5IS36D",4,0,0,0,0,2
"tRF-36-7ID890YBOZZ7NDD",2,0,29,0,0,1
"tRF-36-7O58J0K8UMPLBIE",4,0,0,1,0,0
"tRF-36-7P299DWUH6QE30E",16,2,150,5,3,8
"tRF-36-7P299DZUH6PE30E",3,0,17,0,0,1
"tRF-36-7P299DZUH6QE30E",12,0,39,3,1,11
"tRF-36-7P596VW631QJ3KE",11,0,14,1,3,6
"tRF-36-7UYK7IVI7O409Z0",0,0,5,0,0,0
"tRF-36-7Z8L8NRS9NS334D",10,0,42,0,2,4
"tRF-36-81JJ6RRNLIK8980",16,0,23,0,3,1
"tRF-36-81PV6RRNLNK88K0",5,1,0,0,0,1
"tRF-36-821IQ4YUH5S8R6D",1,0,2,0,0,0
"tRF-36-821NQ4YOH5S8R6D",0,0,4,0,0,0
"tRF-36-821NQ4YOS5S8R6D",2,0,0,0,0,0
"tRF-36-82FN5KYUHRYWRYD",0,0,5,0,0,0
"tRF-36-82FN5KYUSRYWRSD",1,0,0,1,0,0
"tRF-36-82FNPKYUS7PVRSD",5,0,0,0,0,0
"tRF-36-83RPD9W1X6L85JD",5,0,0,1,0,0
"tRF-36-83X4J09KZYJMN5D",1,0,4,0,0,0
"tRF-36-84KRIMUF04QZ45D",0,0,7,0,0,0
"tRF-36-86J8WPMN1E8Y7ZD",93,0,137,8,17,3
"tRF-36-86V8WPMN1E8Y7ZD",83,0,47,1,10,2
"tRF-36-87R8WP9I1EWJQZD",52,0,49,8,5,1
"tRF-36-87R8WP9N1EWJQ7D",2061,162,1864,210,217,215
"tRF-36-897PVP941QKS3WD",251,18,237,45,37,29
"tRF-36-897PVP9N1QKS3WD",30,3,26,5,2,3
"tRF-36-8FFDXXE6XRK4WOD",2,0,20,0,0,1
"tRF-36-8HM2OSRN2NKSEK0",5,0,9,0,0,0
"tRF-36-8HM2OSRNLNKSEK0",25,1,83,5,5,1
"tRF-36-8HYV45EHBK8RR90",0,0,0,1,0,0
"tRF-36-8KIJLJR7DJQV760",0,0,5,0,0,0
"tRF-36-8KSWRNLJK578Q1B",0,0,0,0,0,1
"tRF-36-8L8NRS9NS334L2B",672,34,7863,82,86,357
"tRF-36-8RPY8HM2OSRNLND",9,1,0,2,1,0
"tRF-36-8U53K876DRMD51D",0,0,13,0,0,0
"tRF-36-9EW6RERNLN4Q1RE",0,0,5,0,0,0
"tRF-36-9LON4VN1EH6KK80",0,0,0,0,1,0
"tRF-36-9MVH7P59N3Z6KP0",0,0,0,0,0,1
"tRF-36-9NF5W8E7OMJHHSB",0,0,1,0,0,0
"tRF-36-9NJ4S2I7L7P5QKB",0,0,0,0,1,1
"tRF-36-9Q5JK87SHRMFWRB",0,1,0,0,0,0
"tRF-36-9UHY0DFKN5ORNQE",0,0,3,0,0,0
"tRF-36-B01XNYH2SBUL6JE",3,0,0,0,0,0
"tRF-36-B2Y0FD2F37YF7DD",5,0,25,2,0,0
"tRF-36-B6R3LU7SH7LYR1E",1,0,0,0,0,0
"tRF-36-BDHPIWOMXF026ZB",2,0,0,0,1,0
"tRF-36-BF82Z4D7OOJ0QXD",8,0,12,4,1,0
"tRF-36-BP5E387SDRJH71E",2,0,0,0,0,0
"tRF-36-BP5E387SDRJHR1E",2,0,0,0,0,0
"tRF-36-BQJE9UHY0DFKN50",6,0,0,0,2,1
"tRF-36-D4QUZV767UXP180",2,0,0,0,0,0
"tRF-36-D4ZWRNU3KQ9MV1B",63,3,82,15,11,18
"tRF-36-D5EUB4ZPEK45H5D",7,0,32,0,2,1
"tRF-36-D7B2JK7PP9ZZ05D",5,0,5,2,1,0
"tRF-36-D7OOJ0QXL13XZ5D",1,0,1,0,0,0
"tRF-36-D8YJE76INB8PLMD",0,0,5,0,0,0
"tRF-36-DBNIB9I1KQSX0DB",212,8,1255,47,50,121
"tRF-36-DEU2O1B54ZUPX1B",37,1,43,3,0,16
"tRF-36-DFHFNBDWY2MJ8FE",1,0,0,0,0,0
"tRF-36-DFZ2NLD7B2JK7P0",1,0,0,0,0,0
"tRF-36-DI2OOIQO4QPRJWD",1,1,0,0,0,0
"tRF-36-DJI83RUJJKIWRND",1,0,0,0,0,0
"tRF-36-E76INB8PLML38BE",0,0,0,0,0,1
"tRF-36-EERZYQHQ9M739PE",9,0,65,2,2,1
"tRF-36-EFOK8YR951K36DD",3,0,0,0,0,1
"tRF-36-EH623K76IR3DR20",1,0,0,2,0,0
"tRF-36-EH623K7SIR3DR20",29,0,49,5,2,2
"tRF-36-EH6KK87SIRM1DVB",1,0,0,0,0,0
"tRF-36-EHBK8RR9ODMJ6BD",0,0,3,0,0,0
"tRF-36-EO7N987X1RJYSX0",0,0,5,0,0,0
"tRF-36-EX62Z6EXEY0VWUD",1,0,7,0,0,0
"tRF-36-F0IURNL3KZM8W1B",0,0,10,0,0,1
"tRF-36-F0IV1NL33VL8W1B",0,0,1,0,0,0
"tRF-36-F5W8E7OMJHHS19B",1,0,51,1,1,6
"tRF-36-F6RE987S1R27R30",1,0,0,0,0,0
"tRF-36-F6RE987S1R2RR3B",1,1,0,0,0,0
"tRF-36-F8YKIR9NY5KK91D",0,0,8,1,0,0
"tRF-36-F8YKIR9NY5KKM1D",1,0,0,0,0,0
"tRF-36-F900BY4D84KRIME",0,0,7,0,0,0
"tRF-36-F9LKXNYQIUIVBND",0,0,0,0,1,0
"tRF-36-FDXXE6XRK4WO2FE",2,0,6,0,0,1
"tRF-36-FIZOWURMJKYOSRE",0,0,0,0,1,0
"tRF-36-FN7BWU2F5JYH0RE",20,2,140,2,4,6
"tRF-36-FOU5XBINVDRI2QD",1,0,0,0,0,0
"tRF-36-FQ9D9OHXDD1KYKD",0,0,8,0,0,0
"tRF-36-FR6LQ6S8V0J6OZE",1,0,0,1,0,0
"tRF-36-FSXMSL73VL4YMYE",12,1,10,0,0,0
"tRF-36-FYRE987S1RJ7RM0",2,0,8,0,0,0
"tRF-36-H0PMF732Q86N7KE",0,0,6,0,0,1
"tRF-36-H0PN673OPP6N7KE",1,0,0,0,0,0
"tRF-36-H0QMXIW282FN5KE",3,0,0,0,0,0
"tRF-36-H3RXSINHZ4PVFOD",0,0,4,0,0,0
"tRF-36-H4SXQ3V2Y7RZ81D",1,0,2,0,0,0
"tRF-36-HJPN6IWOYO1N3KE",0,0,0,1,0,0
"tRF-36-HJPN6IWOYO1N7KE",16,1,46,5,7,15
"tRF-36-HMI8W47W1R7HFEB",108,2,788,13,6,39
"tRF-36-HPD3XW7616MSRMB",10,0,0,0,2,0
"tRF-36-HPDE8P7SER9I690",2,0,5,0,0,0
"tRF-36-HPDEWP7SER9I690",1,0,0,0,0,0
"tRF-36-HPDEXK7S1RNS9M0",0,1,0,0,0,0
"tRF-36-HPDEXP7S1RXSMM0",2,0,0,0,0,0
"tRF-36-HXDD1KYK37ZXK1B",1,0,0,2,0,0
"tRF-36-HY0DFKN5ORNQY1D",1,0,4,0,0,0
"tRF-36-HY13KK761RNNMJ0",9,1,14,1,0,2
"tRF-36-HYD3MU7SF725RJB",4,0,0,3,0,0
"tRF-36-HZFZ93QO945NB2D",3,0,8,0,0,0
"tRF-36-I2UKJ6P9M0NK5YE",2,1,0,0,1,2
"tRF-36-I34JRX6N38Z9060",6,1,21,2,2,2
"tRF-36-I3VF4YO9XEKJ5R0",0,0,7,0,0,0
"tRF-36-I3Z9HMI8W47W1R0",4,1,6,0,2,0
"tRF-36-I8EWBMU00KRX67D",3,0,28,1,1,1
"tRF-36-INVDRI2Q2RJO01B",3,0,0,0,0,0
"tRF-36-IPD7VIZKXXI363E",1,0,0,0,0,0
"tRF-36-IR9NY5KKM1M3WDE",1,0,0,0,0,0
"tRF-36-ISDBPJYO0Y3KQ9D",0,0,2,0,0,0
"tRF-36-ISQI45LSM1M3WEE",15,0,62,7,0,16
"tRF-36-IWOMXF026ZEDKZB",1,0,15,0,0,0
"tRF-36-J4S2I7L7P5QK11D",4,1,3,0,2,0
"tRF-36-J65YXENDBP1IUUD",2,0,4,0,0,0
"tRF-36-J89O9NF5W8E7OMD",1,0,0,0,0,0
"tRF-36-J89O9NF5W8EZOMD",1,0,0,0,0,0
"tRF-36-JB59J3WD8YQ84VD",2,0,0,0,0,0
"tRF-36-JB59V3WD8YQ84VD",11,0,9,1,0,0
"tRF-36-JB5Y13W087W4SVD",3,0,3,1,0,0
"tRF-36-JB5YJ3W08Y3HSVD",1,0,0,0,0,0
"tRF-36-JB6YMWWB8HWKS5D",3,0,2,1,0,1
"tRF-36-JBRR93W0K67205D",3,0,12,0,1,0
"tRF-36-JBRYMW808HWKS5D",1,0,0,0,0,0
"tRF-36-JD22PZ20K91O7VB",0,0,0,1,0,0
"tRF-36-JE9UHY0DFKN5ORD",10,0,59,0,1,0
"tRF-36-JJ6RRNLIK898O1B",6,0,14,1,1,4
"tRF-36-JKIWRNL3K53KS1B",0,0,6,0,0,0
"tRF-36-JKIWRNL3K5NKS1B",1,0,0,0,0,0
"tRF-36-JKIWRNL3KQNK71B",1,0,2,0,0,0
"tRF-36-JKSV5N2E4V9K3RB",0,0,4,0,0,0
"tRF-36-JMRPFQ5DWXH913D",0,0,0,0,1,0
"tRF-36-JMRPFQJDZXHY13D",0,0,0,0,0,1
"tRF-36-JN5VF3R3ZV1RY1B",1,0,8,0,0,0
"tRF-36-JQJYSWRYVMMV5BE",65,3,876,4,9,34
"tRF-36-JVK697BOJ8N981B",12,0,7,0,2,0
"tRF-36-JYOYUE4BOPRN11E",1,0,12,0,2,0
"tRF-36-JYSZ11KBDZ942ID",0,0,3,0,0,0
"tRF-36-K47LI3VF4YOZXED",1,0,0,0,0,0
"tRF-36-K5I34JRX6N38Z9B",3,0,0,0,0,0
"tRF-36-K8HJ83ML5F82NZB",0,0,3,1,0,0
"tRF-36-KHM26RRNLNK8KE0",1,0,5,0,0,0
"tRF-36-KHM26RRNLNK8KQ0",2,0,0,0,0,0
"tRF-36-KK5Y93W086W8RVD",0,0,8,0,0,0
"tRF-36-KK91M3WD8SS46DD",0,1,0,0,0,0
"tRF-36-KKM1M3WD8S746DD",17,2,21,3,2,2
"tRF-36-KPQJ3KYU4RRWRBD",6,0,0,0,0,1
"tRF-36-KSBE78YLKZKWE5D",0,0,4,0,0,0
"tRF-36-KUB4Z3V5393L41B",5,0,28,0,0,0
"tRF-36-KVNMEH623K7SIRD",0,0,0,0,0,1
"tRF-36-KY7343RX6NMH49B",10,0,9,0,1,0
"tRF-36-L47Z8L8NRS9NS3D",3,0,42,0,0,0
"tRF-36-L85DMKYOYRLHR0D",43,1,64,3,2,3
"tRF-36-L85DMKYUYRLHR0D",354,23,600,20,24,31
"tRF-36-LBRY73W0K5KKOVD",14,1,16,0,1,1
"tRF-36-LR6LQ6S8V0J6OZE",0,0,8,0,0,0
"tRF-36-LR6XQ6S8V0J8O9E",3,1,1,0,0,1
"tRF-36-LSXMSL73VL4YMYE",3,0,0,0,0,0
"tRF-36-LVLY7L73HQP0IRD",1,0,0,0,0,0
"tRF-36-LWJM8LHYD3MU7SB",0,0,0,1,0,0
"tRF-36-LWNDU8HPDE8P7SB",0,0,8,0,0,0
"tRF-36-LWNDU8HPDEWP7SB",0,0,0,0,0,2
"tRF-36-LY7L73HQP0IRJ9E",0,0,1,0,0,0
"tRF-36-LZNL7L73V6M9P9B",0,0,0,0,1,0
"tRF-36-M0DZ9EW6RERNLND",3,0,21,1,0,1
"tRF-36-M26RRNLNK8KEP1B",0,0,4,0,0,0
"tRF-36-M2OSRN2NKSEK51B",0,0,10,2,0,1
"tRF-36-M2OSRNLNKSEK51B",7,2,106,2,6,9
"tRF-36-ME6KM87SDR2ZNDB",0,0,8,0,0,0
"tRF-36-MEF91SS2PMFIZOE",3,0,6,0,0,5
"tRF-36-MH490VL8K87SIRD",0,0,5,0,0,0
"tRF-36-MIF91SS2P46INOE",9,0,19,4,1,6
"tRF-36-MIF91SS2P4FINOE",0,0,0,1,0,0
"tRF-36-MLHVHBEXBIYFSPB",0,0,4,0,0,0
"tRF-36-MUWLV47PU9XW98D",1,0,0,0,0,0
"tRF-36-N3R7184KISQIY5D",0,0,0,1,0,0
"tRF-36-N3R718YKISQI45D",13,0,7,0,0,1
"tRF-36-N3Z6KPQJ3KYU4R0",0,0,0,0,0,3
"tRF-36-NDBP1IUUK7VZ0RB",3,0,2,1,0,0
"tRF-36-NK5Y93W086W8SVD",15,1,4,1,1,0
"tRF-36-NP5EYONONU3INDD",9,0,67,1,0,2
"tRF-36-NPNNBX1WZ4RZDMD",0,0,3,0,0,0
"tRF-36-NPNYRVU4727OFIE",0,0,0,0,0,1
"tRF-36-NYH2SBUL6JYBKRE",1,0,0,0,0,0
"tRF-36-O0789NLJK1JKE1B",0,0,3,0,0,1
"tRF-36-O6M83O9EDJSYE90",1,0,0,0,0,0
"tRF-36-OB1690PQR39IXBD",0,0,3,0,0,2
"tRF-36-OMYJZ87ID890YB0",0,0,0,0,0,1
"tRF-36-OR183O9EDJHP3R0",44,4,122,6,0,3
"tRF-36-OSM83O9EDJSYE90",22,1,60,4,1,4
"tRF-36-OYUE4BOPRN11WZE",0,0,0,0,0,1
"tRF-36-P4R8YP9LON4VN1B",5,0,5,0,0,0
"tRF-36-PN6ISBWOFFR3VJD",1,2,4,0,1,3
"tRF-36-PP6N7KYUSRHYR4D",4,0,4,0,0,0
"tRF-36-PS5P4PW3FJHPEZE",11,0,21,6,1,5
"tRF-36-PSQP4PW3FJI0E7E",14,0,5,2,0,0
"tRF-36-PSQP4PW3FJIKE7E",293,16,344,27,39,19
"tRF-36-PW5SVP9N15WV7W0",165,7,231,23,10,22
"tRF-36-Q01M3KYOHR6HFRD",0,0,6,0,0,0
"tRF-36-Q1Q89P9L8422YRB",1,0,11,0,0,1
"tRF-36-Q4NKKQBRFKWE6M0",2,0,3,0,1,0
"tRF-36-Q72S3HPSR95933D",0,0,0,0,0,1
"tRF-36-Q86N7KYUSRHYRSD",6,0,3,0,0,0
"tRF-36-Q99P9P9NH57S36D",69,4,116,3,1,6
"tRF-36-QKF1R38E8RO86JD",2,0,0,0,0,0
"tRF-36-QKF1R3WE8RO86JD",9,0,72,2,0,4
"tRF-36-QP4PW3FJI0E7UME",0,0,14,0,0,0
"tRF-36-QP4PW3FJIKE7UMD",0,0,7,0,0,0
"tRF-36-QPLWZJ9XEOD3940",0,0,5,0,0,0
"tRF-36-QUZV767UXP18RZE",0,0,6,0,0,0
"tRF-36-R44ER81XDDZZ4YB",1,0,0,0,0,0
"tRF-36-R4NPNNBX1WZ4RZB",3,0,0,0,0,0
"tRF-36-R9J89O9NF5W8E70",6,0,11,2,0,0
"tRF-36-R9JP9P9NH5SYNXD",15,0,24,1,0,2
"tRF-36-R9JP9PMNH5SYNXD",1,0,0,0,0,0
"tRF-36-RKVP4P9L5FZUNF0",0,0,4,0,0,0
"tRF-36-RPD9W186L85D3KE",0,0,0,1,0,0
"tRF-36-RPD9W1X6L85J3KE",2,0,0,0,1,2
"tRF-36-RPFQRDWXHR13M80",1,0,0,0,0,0
"tRF-36-RVU4727OFIZ9WUD",5,0,12,0,1,1
"tRF-36-RX6NMH490VL8K80",4,1,12,2,2,1
"tRF-36-RX8HYV45EHBK8R0",0,0,0,0,0,2
"tRF-36-RXPIN24YDRFU8U0",1,1,22,0,0,5
"tRF-36-RZYQHQ9M739P8W0",284,8,990,19,30,77
"tRF-36-S2I7L7P5QK11M3E",4,0,8,0,1,0
"tRF-36-S4I7LZ93Q01M3KE",2,0,0,1,0,0
"tRF-36-S4I7LZM3701M3KE",1,1,3,0,0,0
"tRF-36-S4I7LZM3Q01M3KE",2,0,9,0,0,0
"tRF-36-S5QKF1R3WE8RO80",1,0,0,0,0,0
"tRF-36-SP299DWUH6QE30E",0,0,6,0,0,0
"tRF-36-SP5830MMUKLYM9B",0,0,0,0,0,2
"tRF-36-SR94SX73V2Y8L9E",1,0,0,0,1,0
"tRF-36-SXQ3V2Y7RZ81J30",0,0,1,0,0,0
"tRF-36-U0IO5BKD09Z51UD",16,0,38,0,1,5
"tRF-36-U0SR9NLM3KZSP1B",1,0,6,0,0,0
"tRF-36-U29F51MLHVHBEXB",1,0,0,0,0,0
"tRF-36-UD10H7RNLEKPM4D",2,0,0,0,0,0
"tRF-36-UDM0IBB7Z92K01B",6,0,8,1,0,0
"tRF-36-UHM7OXMEJB59J3E",0,1,0,0,0,0
"tRF-36-UKJ6P9M0NK5Y93E",0,0,0,0,0,2
"tRF-36-UKMSS9SB3B5SM3E",0,0,0,0,1,0
"tRF-36-URLBINRXURYRSIB",0,0,3,0,0,0
"tRF-36-V0JZOYJE22RR33E",2,0,0,0,0,1
"tRF-36-V29K9UV36562IZ0",5104,124,26372,437,450,509
"tRF-36-V2Y8L981PV6RRND",3,0,7,1,2,7
"tRF-36-V470VR3196L85DD",0,1,0,0,1,0
"tRF-36-V47P596VW631QJD",0,0,1,0,0,0
"tRF-36-V47PU9XW983FPDD",24,2,106,2,2,15
"tRF-36-V6XO59KNNVORRND",1,0,0,0,0,0
"tRF-36-V8WPMN1E8Y7Z2RB",2,0,3,0,0,0
"tRF-36-VEX0K3XN13QXQWE",12,0,44,1,1,0
"tRF-36-VF4YO9XEKJ5R5ND",2,0,28,0,1,3
"tRF-36-VHJYOZ4E8BRY93E",6,1,11,4,4,8
"tRF-36-VJFVSPW6UMX0S70",0,0,0,0,0,2
"tRF-36-VKXZFYYDU37Y93E",7,0,0,2,1,1
"tRF-36-VUY9Q9R4L2RRM3E",0,0,0,0,0,2
"tRF-36-VUY9Q9R4X2RRM3E",1,0,0,0,0,0
"tRF-36-VUY9RZRML2RRM3E",1,0,0,0,0,0
"tRF-36-W631QJ3KYUYRR60",0,0,0,0,1,1
"tRF-36-W6RERNLN4Q1RV1B",0,0,10,0,0,0
"tRF-36-W6RM7KYUPRENRHD",0,0,1,0,0,0
"tRF-36-WJQ72S3HPSR959D",4,1,52,2,0,6
"tRF-36-WLV47PU9XW983F0",0,0,2,0,0,0
"tRF-36-WNR71KVUY9QZR4D",1,0,0,0,0,0
"tRF-36-WO1M38YU8SRZMFD",2,0,10,0,0,0
"tRF-36-WU1M70YU890HRFD",76,7,59,3,8,8
"tRF-36-WU1M70YUP90HRFD",44,4,40,4,4,2
"tRF-36-WU1MN0YU09FKRFD",32,2,47,1,0,2
"tRF-36-WU1MN0YUP9F2RFD",6,0,9,1,1,1
"tRF-36-WU2F5JYH0RYNURD",8,0,32,0,0,0
"tRF-36-WU4H56O2YXR9O9D",0,0,0,0,0,2
"tRF-36-WURMJKYOSR99RHD",34,3,18,5,1,4
"tRF-36-WYL1M3WE8S68L5D",0,0,2,0,0,0
"tRF-36-X0K3XN13QXQWUIB",0,0,3,0,0,0
"tRF-36-X0S75NLD4P1KP1B",0,0,3,0,0,0
"tRF-36-X0SW5NLJ45EKP1B",1,0,0,0,0,0
"tRF-36-XBINVDRI2Q2RJOB",1,0,0,0,0,1
"tRF-36-XENDBP1IUUK7VZB",0,1,20,0,1,1
"tRF-36-XIE282FNKKYU470",1,0,0,0,0,0
"tRF-36-XJE76INB8PLML3E",0,0,7,0,0,0
"tRF-36-XKS6RN23KYY8Q1B",0,0,5,0,0,0
"tRF-36-XQ53K87SHRJFWRB",0,0,3,0,0,0
"tRF-36-XSXMSL73VL4YMYE",59,0,53,4,1,3
"tRF-36-XU53K876DRMD51D",0,0,20,0,0,0
"tRF-36-XXI363U0EZY9X1B",23,0,12,2,0,4
"tRF-36-Y5KKM1M3WD8S740",0,0,0,0,1,0
"tRF-36-Y7RZ81JJ6RRNLID",1,0,6,0,0,3
"tRF-36-Y8L981PV6RRNLND",17,2,129,2,5,24
"tRF-36-YDU37Y93Y086Z3D",2,0,0,0,0,0
"tRF-36-YIZEF3BLHKFZB1D",1,0,0,0,0,0
"tRF-36-YJE76INB8PLML3E",1,0,6,0,0,1
"tRF-36-YKFN8DYDZDL9X1B",29,0,34,3,0,0
"tRF-36-YKIR9NY5KK91M3E",0,0,0,0,1,0
"tRF-36-YKISQI45LSM1M3E",29,1,156,9,12,27
"tRF-36-YP9LON4VN1EH6KD",0,2,8,0,0,0
"tRF-36-YPZEP27K7ZP33XD",0,0,4,0,0,0
"tRF-36-YQHQ9M739P8WQ0B",115,9,832,9,23,46
"tRF-36-YR94SX73V2Y8L9E",5,0,0,1,0,2
"tRF-36-YRH4SXQ3V2Y7RZE",0,0,3,0,0,0
"tRF-36-YUF0JI8B3VMKNRB",7,0,16,0,1,1
"tRF-36-YUVIJNRPF81D9PB",0,0,5,0,0,0
"tRF-36-Z34KRQ59WIWKXU0",0,0,14,0,0,0
"tRF-36-Z6KPQJ3KYU4RRW0",3,0,3,0,0,2
"tRF-36-Z6V6Z3M8ZLSSXU0",21,1,84,1,1,2
"tRF-36-Z90668K87SERM4E",1,0,0,0,0,0
"tRF-36-Z9HMI8W47W1R7HB",2,0,19,0,0,0
"tRF-36-ZKXXI363U0EZY9E",0,0,1,0,0,0
"tRF-36-ZLBS5EOB3ZY61DB",1,0,2,0,0,0
"tRF-36-ZZJQJYSWRYVMMV0",0,0,29,0,0,0
"tRF-37-00BY4D84KRIMUF1",4,0,31,1,1,0
"tRF-37-04SXQ3V2Y7RZ812",2,0,6,0,2,0
"tRF-37-0668K87SERM4921",23,0,17,3,0,0
"tRF-37-06R8K87SERML921",1,0,0,0,0,0
"tRF-37-0HJBRR93W0K6721",0,1,0,0,0,0
"tRF-37-0JVRI8WX6R2BIZ4",1,0,0,0,0,0
"tRF-37-0MFN7BWU2F5JYH1",1,0,3,0,0,0
"tRF-37-0VL8K87SIRMM121",12,1,0,0,0,0
"tRF-37-18WO6V9EYK46SQQ",1,0,0,0,0,0
"tRF-37-18X3HRL7S5QKF14",0,0,2,0,0,0
"tRF-37-18Y3E7QN7JLP215",0,0,1,0,0,0
"tRF-37-18YKISQI45LSM1K",6,0,14,0,3,4
"tRF-37-1E6S18Y0QN6IU25",0,1,0,0,0,0
"tRF-37-1YIPRVYJ9XEO7NP",4,1,9,0,1,0
"tRF-37-202RBZ0IV25Z2IO",1,0,0,0,0,0
"tRF-37-22EVUIJVK697BO2",64,3,558,10,23,36
"tRF-37-28FEZ8I7JKIKYUQ",3,0,12,0,0,0
"tRF-37-2L2YBE7XO8Q6J6J",4,0,10,0,0,0
"tRF-37-2OOIQO4QPRJW4DF",0,0,5,0,0,0
"tRF-37-2QR7F8YKIR9NY5J",2,0,2,0,0,0
"tRF-37-2R1HPSR9O9337KF",4,0,14,0,0,0
"tRF-37-2S3HPSR95933JKF",52,0,35,1,0,3
"tRF-37-2VF0S7RNLJKP9BJ",10,0,0,0,0,0
"tRF-37-2VR008R959KUMKH",18,1,35,1,0,3
"tRF-37-2VR008R9D9KUMKH",1,0,1,0,0,0
"tRF-37-2YBE7XO8Q6J6K6O",0,1,0,0,0,0
"tRF-37-2YU04DYJIO3ZU3O",3,0,0,0,1,0
"tRF-37-2Z10I9BZBZOS4Y1",7,0,18,0,0,0
"tRF-37-301M3KYOHR6HFRJ",0,0,8,0,0,0
"tRF-37-3196L85DMKYUYRK",0,0,5,0,0,0
"tRF-37-3290Q4R9OMKIWU2",1,0,12,0,0,0
"tRF-37-32VIJMRPFQJDZXI",0,0,0,0,1,0
"tRF-37-33DSJOBZBDZ516L",3,0,0,0,0,0
"tRF-37-34HWH3RXSINHZ4M",1,0,0,0,0,0
"tRF-37-389MV47P596VW6J",23,0,28,1,0,1
"tRF-37-3B1NR8YUP6KP6HJ",2,0,5,0,0,0
"tRF-37-3FPD48YUHS16MFJ",2,0,0,0,0,0
"tRF-37-3IRW18V6XO59KN3",0,0,3,0,0,0
"tRF-37-3JVIJMRPFQRDWXI",2,0,2,0,1,0
"tRF-37-3RUJJKIWRNL3K53",0,0,5,0,0,0
"tRF-37-3RUJJKIWRNL3KQ3",0,0,5,0,0,0
"tRF-37-409Z7KZOSRI8WPJ",0,0,2,0,0,0
"tRF-37-43RX6NMH490VL8J",1,0,4,0,0,0
